name,id,code,shortName,Indicator,formName,domainType,valueType,aggregationoperator,fieldMask,categoryCombo.id,class,data,type,Inverse
[GC7/H-TNT/VL – Quantitative (Abbott)-SOR-N/RESULT/COMMODITIES] VL – Quantitative (Abbott) SOR - Numerator,Ks1WvH9wP9b,GC7/H-TNT/VL – Quantitative (Abbott)-SOR-N/RESULT,GC7/H-TNT/VL – Quantitative (Abbott)-SOR-N/RESULT,VL – Quantitative (Abbott) SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/H-TNT/VT-1/COMMENT/COVERAGE] Percentage of pregnant women who know their HIV status,VtVNxkzCeQL,GC7/H-TNT/COMMENT/VT-1/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/VT-1/COMMENT/COVERAGE,Percentage of pregnant women who know their HIV status,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Coverage,No
[GC7/H-TNT/VT-1/RESULT/COVERAGE] Percentage of pregnant women who know their HIV status,m5Vp5vj7CHe,GC7/H-TNT/RESULT/VT-1/RESULT/COVERAGE,GC7/H-TNT/RESULT/VT-1/RESULT/COVERAGE,Percentage of pregnant women who know their HIV status,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Coverage,No
[GC7/H-TNT/VT-1/TARGET/COVERAGE] Percentage of pregnant women who know their HIV status,qHB67BywLH4,GC7/H-TNT/TARGET/VT-1/TARGET/COVERAGE,GC7/H-TNT/TARGET/VT-1/TARGET/COVERAGE,Percentage of pregnant women who know their HIV status,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,Coverage,No
[GC7/H-TNT/VT-2/COMMENT/COVERAGE] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,jS6vZt0Mjob,GC7/H-TNT/COMMENT/VT-2/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/VT-2/COMMENT/COVERAGE,Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Coverage,No
[GC7/H-TNT/VT-2/RESULT/COVERAGE] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,y6f7ULSeRHM,GC7/H-TNT/RESULT/VT-2/RESULT/COVERAGE,GC7/H-TNT/RESULT/VT-2/RESULT/COVERAGE,Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Coverage,No
[GC7/H-TNT/VT-2/TARGET/COVERAGE] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,ZVvWu2aXBkr,GC7/H-TNT/TARGET/VT-2/TARGET/COVERAGE,GC7/H-TNT/TARGET/VT-2/TARGET/COVERAGE,Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,Coverage,No
[GC7/H-TNT/YP-6/COMMENT/COVERAGE] Number of medical male circumcisions performed according to national standards,DqIVryLayeC,GC7/H-TNT/COMMENT/YP-6/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/YP-6/COMMENT/COVERAGE,Number of medical male circumcisions performed according to national standards,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Coverage,No
[GC7/H-TNT/YP-6/RESULT/COVERAGE] Number of medical male circumcisions performed according to national standards,vKenNbauaBA,GC7/H-TNT/RESULT/YP-6/RESULT/COVERAGE,GC7/H-TNT/RESULT/YP-6/RESULT/COVERAGE,Number of medical male circumcisions performed according to national standards,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Result,Coverage,No
[GC7/H-TNT/YP-6/TARGET/COVERAGE] Number of medical male circumcisions performed according to national standards,LsmB0vBZrpG,GC7/H-TNT/TARGET/YP-6/TARGET/COVERAGE,GC7/H-TNT/TARGET/YP-6/TARGET/COVERAGE,Number of medical male circumcisions performed according to national standards,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Target,Coverage,No
[GC7/TNT-H/COMMIT/FINANCE] PR Commitments,ygONYkKSaRA,GC7/TNT-H/COMMIT/FINANCE,GC7/TNT-H/COMMIT/FINANCE,Commitments,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/CO_FINANCE_ALLOCATION/CO-FINANCE] Total Budget Allocation,ZIZo0IdNTUp,GC7/TNT-H/CO_FINANCE_ALLOCATION/CO-FINANCE,GC7/TNT-H/CO_FINANCE_ALLOCATION/CO-FINANCE,Total Budget Allocation,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Co-financing,,,No
[GC7/TNT-H/CO_FINANCE_BUDGET/CO-FINANCE] Cumulative budget,jzkmr8V8lVW,GC7/TNT-H/CO_FINANCE_BUDGET/CO-FINANCE,GC7/TNT-H/CO_FINANCE_BUDGET/CO-FINANCE,Cumulative budget,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Co-financing,,,No
[GC7/TNT-H/CO_FINANCE_COMMENT/CO-FINANCE] Comments,sKMIK3LvKx0,GC7/TNT-H/CO_FINANCE_COMMENT/CO-FINANCE,GC7/TNT-H/CO_FINANCE_COMMENT/CO-FINANCE,Comments,NUMBER,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Co-financing,,,No
[GC7/TNT-H/CO_FINANCE_COMMIT/CO-FINANCE] Commitments,ufnZTnVel8Q,GC7/TNT-H/CO_FINANCE_COMMIT/CO-FINANCE,GC7/TNT-H/CO_FINANCE_COMMIT/CO-FINANCE,Commitments,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Co-financing,,,No
[GC7/TNT-H/CO_FINANCE_EXPENSES/CO-FINANCE] Cumulative expenditure,PDUm9FCuJ13,GC7/TNT-H/CO_FINANCE_EXPENSES/CO-FINANCE,GC7/TNT-H/CO_FINANCE_EXPENSES/CO-FINANCE,Cumulative expenditure,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Co-financing,,,No
[GC7/TNT-H/CO_FINANCE_OBLIG/CO-FINANCE] Obligations,xQgaWtgyPil,GC7/TNT-H/CO_FINANCE_OBLIG/CO-FINANCE,GC7/TNT-H/CO_FINANCE_OBLIG/CO-FINANCE,Obligations,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Co-financing,,,No
[GC7/TNT-H/CUM_BUDGET/FINANCE] PR Cumulative Budget,ZAVuiMuHXN4,GC7/TNT-H/CUM_BUDGET/FINANCE,GC7/TNT-H/CUM_BUDGET/FINANCE,Cumulative Budget,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/CUM_EXP_PR/FINANCE] PR Cumulative Funds Expensed by PR,iQikdHA1moJ,GC7/TNT-H/CUM_EXP_PR/FINANCE,GC7/TNT-H/CUM_EXP_PR/FINANCE,Cumulative Funds Expensed by PR,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/CUM_EXP_SR/FINANCE] PR Cumulative Funds Expensed by Sub Recipients,gPcINyj8e47,GC7/TNT-H/CUM_EXP_SR/FINANCE,GC7/TNT-H/CUM_EXP_SR/FINANCE,Cumulative Funds Expensed by Sub Recipients,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/CUM_FUNDS_DISB_PR/FINANCE] PR Cumulative Funds Disbursed to PR,e3Sk11X6uTe,GC7/TNT-H/CUM_FUNDS_DISB_PR/FINANCE,GC7/TNT-H/CUM_FUNDS_DISB_PR/FINANCE,Cumulative Funds Disbursed to PR,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/CUM_FUNDS_DISB_SR/FINANCE] PR Cumulative Funds Disbursed to Sub Recipients,Criqh2z4lj7,GC7/TNT-H/CUM_FUNDS_DISB_SR/FINANCE,GC7/TNT-H/CUM_FUNDS_DISB_SR/FINANCE,Cumulative Funds Disbursed to Sub Recipients,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/CUM_SR_BUDGET/FINANCE] PR Cumulative Sub Recipients Budget Amount,oqdfOuX8581,GC7/TNT-H/CUM_SR_BUDGET/FINANCE,GC7/TNT-H/CUM_SR_BUDGET/FINANCE,Cumulative Sub Recipients Budget Amount,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/FIN_NARR/FINANCE] PR Comments,ikwgH6JM7js,GC7/TNT-H/FIN_NARR/FINANCE,GC7/TNT-H/FIN_NARR/FINANCE,Comments,NUMBER,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/FIN_RATING/RATING] PR Financial Rating,Uf1aXu6MbLE,GC7/TNT-H/FIN_RATING/RATING,GC7/TNT-H/FIN_RATING/RATING,Financial Rating,NUMBER,AGGREGATE,TEXT,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/FIN_RATING_COMMENT/RATING] PR Financial Rating Comments,NsEXfS8P04w,GC7/TNT-H/FIN_RATING_COMMENT/RATING,GC7/TNT-H/FIN_RATING_COMMENT/RATING,Financial Rating Comments,NUMBER,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/FIN_RATING_END/RATING] PR Financial Rating End Date,UM3DEBdWKv2,GC7/TNT-H/FIN_RATING_END/RATING,GC7/TNT-H/FIN_RATING_END/RATING,Financial Rating End Date,NUMBER,AGGREGATE,DATE,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/FIN_RATING_START/RATING] PR Financial Rating Start Date,BfAUun0m9tn,GC7/TNT-H/FIN_RATING_START/RATING,GC7/TNT-H/FIN_RATING_START/RATING,Financial Rating Start Date,NUMBER,AGGREGATE,DATE,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/OBLIG/FINANCE] PR Obligations,NrQGFjayjiJ,GC7/TNT-H/OBLIG/FINANCE,GC7/TNT-H/OBLIG/FINANCE,Obligations,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/POST_OUTFLOWS/FINANCE] PR Postponed Outflows,cpOf7c0InUR,GC7/TNT-H/POST_OUTFLOWS/FINANCE,GC7/TNT-H/POST_OUTFLOWS/FINANCE,Postponed Outflows,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/PROG_RATING/RATING] PR Programmatic Rating,Aujs9vdHVBG,GC7/TNT-H/PROG_RATING/RATING,GC7/TNT-H/PROG_RATING/RATING,Programmatic Rating,NUMBER,AGGREGATE,TEXT,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/PROG_RATING_COMMENT/RATING] PR Programmatic Rating Comments,FRB2S6m7Law,GC7/TNT-H/PROG_RATING_COMMENT/RATING,GC7/TNT-H/PROG_RATING_COMMENT/RATING,Programmatic Rating Comments,NUMBER,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/PROG_RATING_END/RATING] PR Programmatic Rating End Date,rUEsApCCDoa,GC7/TNT-H/PROG_RATING_END/RATING,GC7/TNT-H/PROG_RATING_END/RATING,Programmatic Rating End Date,NUMBER,AGGREGATE,DATE,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/PROG_RATING_START/RATING] PR Programmatic Rating Start Date,TUB49239yre,GC7/TNT-H/PROG_RATING_START/RATING,GC7/TNT-H/PROG_RATING_START/RATING,Programmatic Rating Start Date,NUMBER,AGGREGATE,DATE,,,bjDvmb4bfuf,Rating,,,No
[GC7/TNT-H/SAVINGS/FINANCE] PR Savings,S7Y2bqFMOGa,GC7/TNT-H/SAVINGS/FINANCE,GC7/TNT-H/SAVINGS/FINANCE,Savings,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/TOTAL_BUDGET/FINANCE] PR Total Budget,GkHKtfq3TSY,GC7/TNT-H/TOTAL_BUDGET/FINANCE,GC7/TNT-H/TOTAL_BUDGET/FINANCE,Total Budget,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/TNT-H/TOTAL_SR_BUDGET/FINANCE] PR Total Sub Recipients Budget Amount,SbLq5dccN74,GC7/TNT-H/TOTAL_SR_BUDGET/FINANCE,GC7/TNT-H/TOTAL_SR_BUDGET/FINANCE,Total Sub Recipients Budget Amount,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CM-1b/COMMENT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,cOf1GtnuyOc,GC7/M-AMREF/CM-1b/COMMENT/COVERAGE,GC7/M-AMREF/CM-1b/COMMENT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Coverage,No
[GC7/M-AMREF/CM-1b/RESULT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,A15HECUGxAw,GC7/M-AMREF/CM-1b/RESULT/COVERAGE,GC7/M-AMREF/CM-1b/RESULT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Coverage,No
[GC7/M-AMREF/CM-1b/TARGET/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,zs1J6pucZLQ,GC7/M-AMREF/CM-1b/TARGET/COVERAGE,GC7/M-AMREF/CM-1b/TARGET/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,Coverage,No
[GC7/M-AMREF/CM-2b/COMMENT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,xP6IAz0vnya,GC7/M-AMREF/CM-2b/COMMENT/COVERAGE,GC7/M-AMREF/CM-2b/COMMENT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Coverage,No
[GC7/M-AMREF/CM-2b/RESULT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,VTrQ7KNR2UY,GC7/M-AMREF/CM-2b/RESULT/COVERAGE,GC7/M-AMREF/CM-2b/RESULT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Coverage,No
[GC7/M-AMREF/CM-2b/TARGET/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,pENMH9hCvhT,GC7/M-AMREF/CM-2b/TARGET/COVERAGE,GC7/M-AMREF/CM-2b/TARGET/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,Coverage,No
[GC7/M-AMREF/COMMIT/FINANCE] PR Commitments,xk19YXDCPdy,GC7/M-AMREF/COMMIT/FINANCE,GC7/M-AMREF/COMMIT/FINANCE,Commitments,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CUM_BUDGET/FINANCE] PR Cumulative Budget,svgQvRfqn2Q,GC7/M-AMREF/CUM_BUDGET/FINANCE,GC7/M-AMREF/CUM_BUDGET/FINANCE,Cumulative Budget,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CUM_EXP_PR/FINANCE] PR Cumulative Funds Expensed by PR,tvjGtw5QhuS,GC7/M-AMREF/CUM_EXP_PR/FINANCE,GC7/M-AMREF/CUM_EXP_PR/FINANCE,Cumulative Funds Expensed by PR,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CUM_EXP_SR/FINANCE] PR Cumulative Funds Expensed by Sub Recipients,Utto50MUIBG,GC7/M-AMREF/CUM_EXP_SR/FINANCE,GC7/M-AMREF/CUM_EXP_SR/FINANCE,Cumulative Funds Expensed by Sub Recipients,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CUM_FUNDS_DISB_PR/FINANCE] PR Cumulative Funds Disbursed to PR,wP9hN4wEPh8,GC7/M-AMREF/CUM_FUNDS_DISB_PR/FINANCE,GC7/M-AMREF/CUM_FUNDS_DISB_PR/FINANCE,Cumulative Funds Disbursed to PR,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CUM_FUNDS_DISB_SR/FINANCE] PR Cumulative Funds Disbursed to Sub Recipients,kLNkpVlKW66,GC7/M-AMREF/CUM_FUNDS_DISB_SR/FINANCE,GC7/M-AMREF/CUM_FUNDS_DISB_SR/FINANCE,Cumulative Funds Disbursed to Sub Recipients,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/CUM_SR_BUDGET/FINANCE] PR Cumulative Sub Recipients Budget Amount,cR9myHwq5zk,GC7/M-AMREF/CUM_SR_BUDGET/FINANCE,GC7/M-AMREF/CUM_SR_BUDGET/FINANCE,Cumulative Sub Recipients Budget Amount,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/FIN_NARR/FINANCE] PR Comments,SNDdEx9Apd6,GC7/M-AMREF/FIN_NARR/FINANCE,GC7/M-AMREF/FIN_NARR/FINANCE,Comments,NUMBER,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Finance,,,No
[GC7/M-AMREF/FIN_RATING/RATING] PR Financial Rating,PgEGhqUlefq,GC7/M-AMREF/FIN_RATING/RATING,GC7/M-AMREF/FIN_RATING/RATING,Financial Rating,NUMBER,AGGREGATE,TEXT,,,bjDvmb4bfuf,Rating,,,No
[GC7/M-AMREF/FIN_RATING_COMMENT/RATING] PR Financial Rating Comments,atSo4d7Vx9n,GC7/M-AMREF/FIN_RATING_COMMENT/RATING,GC7/M-AMREF/FIN_RATING_COMMENT/RATING,Financial Rating Comments,NUMBER,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Rating,,,No
[GC7/M-AMREF/FIN_RATING_END/RATING] PR Financial Rating End Date,OkwWLzCnJtD,GC7/M-AMREF/FIN_RATING_END/RATING,GC7/M-AMREF/FIN_RATING_END/RATING,Financial Rating End Date,NUMBER,AGGREGATE,DATE,,,bjDvmb4bfuf,Rating,,,No
[GC7/M-AMREF/FIN_RATING_START/RATING] PR Financial Rating Start Date,SrDJCDK4WyE,GC7/M-AMREF/FIN_RATING_START/RATING,GC7/M-AMREF/FIN_RATING_START/RATING,Financial Rating Start Date,NUMBER,AGGREGATE,DATE,,,bjDvmb4bfuf,Rating,,,No
[GC7/M-AMREF/Malaria I-1/COMMENT/IMPACT] Reported malaria cases (presumed and confirmed),Noddfw0EKqM,GC7/M-AMREF/Malaria I-1/COMMENT/IMPACT,GC7/M-AMREF/Malaria I-1/COMMENT/IMPACT,Reported malaria cases (presumed and confirmed),LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
[GC7/M-AMREF/Malaria I-1/RESULT/IMPACT] Reported malaria cases (presumed and confirmed),TZOBGStfDZd,GC7/M-AMREF/Malaria I-1/RESULT/IMPACT,GC7/M-AMREF/Malaria I-1/RESULT/IMPACT,Reported malaria cases (presumed and confirmed),NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
[GC7/M-AMREF/Malaria I-1/TARGET/IMPACT] Reported malaria cases (presumed and confirmed),LLq0YzjJElk,GC7/M-AMREF/Malaria I-1/TARGET/IMPACT,GC7/M-AMREF/Malaria I-1/TARGET/IMPACT,Reported malaria cases (presumed and confirmed),NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
[GC7/M-AMREF/Malaria I-2.1/COMMENT/IMPACT] Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,iFKwDXYDTVi,GC7/M-AMREF/Malaria I-2.1/COMMENT/IMPACT,GC7/M-AMREF/Malaria I-2.1/COMMENT/IMPACT,Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
[GC7/M-AMREF/Malaria I-2.1/RESULT/IMPACT] Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,E2rlzYr1Tu2,GC7/M-AMREF/Malaria I-2.1/RESULT/IMPACT,GC7/M-AMREF/Malaria I-2.1/RESULT/IMPACT,Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
[GC7/M-AMREF/Malaria I-2.1/TARGET/IMPACT] Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,co668hw6DqQ,GC7/M-AMREF/Malaria I-2.1/TARGET/IMPACT,GC7/M-AMREF/Malaria I-2.1/TARGET/IMPACT,Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
"[GC7/M-AMREF/Malaria I-3.1/COMMENT/IMPACT] In-patient malaria deaths: rate per 100,000 persons per year",JWmKTDByKfb,GC7/M-AMREF/Malaria I-3.1/COMMENT/IMPACT,GC7/M-AMREF/Malaria I-3.1/COMMENT/IMPACT,"In-patient malaria deaths: rate per 100,000 persons per year",LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
"[GC7/M-AMREF/Malaria I-3.1/RESULT/IMPACT] In-patient malaria deaths: rate per 100,000 persons per year",wzcQz8VQHZp,GC7/M-AMREF/Malaria I-3.1/RESULT/IMPACT,GC7/M-AMREF/Malaria I-3.1/RESULT/IMPACT,"In-patient malaria deaths: rate per 100,000 persons per year",NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
"[GC7/M-AMREF/Malaria I-3.1/TARGET/IMPACT] In-patient malaria deaths: rate per 100,000 persons per year",fLK96mRbhZn,GC7/M-AMREF/Malaria I-3.1/TARGET/IMPACT,GC7/M-AMREF/Malaria I-3.1/TARGET/IMPACT,"In-patient malaria deaths: rate per 100,000 persons per year",NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
[GC7/M-AMREF/Malaria I-4/COMMENT/IMPACT] Malaria test positivity rate,MliVtXsUDrn,GC7/M-AMREF/Malaria I-4/COMMENT/IMPACT,GC7/M-AMREF/Malaria I-4/COMMENT/IMPACT,Malaria test positivity rate,LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
[GC7/M-AMREF/Malaria I-4/RESULT/IMPACT] Malaria test positivity rate,ihalremxirA,GC7/M-AMREF/Malaria I-4/RESULT/IMPACT,GC7/M-AMREF/Malaria I-4/RESULT/IMPACT,Malaria test positivity rate,PERCENTAGE,AGGREGATE,PERCENTAGE,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
[GC7/M-AMREF/Malaria I-4/TARGET/IMPACT] Malaria test positivity rate,DEWR7KCQ922,GC7/M-AMREF/Malaria I-4/TARGET/IMPACT,GC7/M-AMREF/Malaria I-4/TARGET/IMPACT,Malaria test positivity rate,PERCENTAGE,AGGREGATE,PERCENTAGE,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
[GC7/M-AMREF/Malaria I-5.1/COMMENT/IMPACT] Malaria Parasite prevalence: Proportion of population with malaria infection,RK0fmkDVWQJ,GC7/M-AMREF/Malaria I-5.1/COMMENT/IMPACT,GC7/M-AMREF/Malaria I-5.1/COMMENT/IMPACT,Malaria Parasite prevalence: Proportion of population with malaria infection,LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
[GC7/M-AMREF/Malaria I-5.1/RESULT/IMPACT] Malaria Parasite prevalence: Proportion of population with malaria infection,G5mf9ZGzjxC,GC7/M-AMREF/Malaria I-5.1/RESULT/IMPACT,GC7/M-AMREF/Malaria I-5.1/RESULT/IMPACT,Malaria Parasite prevalence: Proportion of population with malaria infection,NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
[GC7/M-AMREF/Malaria I-5.1/TARGET/IMPACT] Malaria Parasite prevalence: Proportion of population with malaria infection,CANVcKDyYcA,GC7/M-AMREF/Malaria I-5.1/TARGET/IMPACT,GC7/M-AMREF/Malaria I-5.1/TARGET/IMPACT,Malaria Parasite prevalence: Proportion of population with malaria infection,NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
[GC7/M-AMREF/Malaria O-14/COMMENT/OUTCOME] Proportion of children aged < 5 years with fever in previous 2 weeks who had a finger or heel stick,XubAGERvsGA,GC7/M-AMREF/Malaria O-14/COMMENT/OUTCOME,GC7/M-AMREF/Malaria O-14/COMMENT/OUTCOME,Proportion of children aged < 5 years with fever in previous 2 weeks who had a finger or heel stick,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Outcome,No
[GC7/M-AMREF/Malaria O-14/RESULT/OUTCOME] Proportion of children aged < 5 years with fever in previous 2 weeks who had a finger or heel stick,dvKzEZu8dwk,GC7/M-AMREF/Malaria O-14/RESULT/OUTCOME,GC7/M-AMREF/Malaria O-14/RESULT/OUTCOME,Proportion of children aged < 5 years with fever in previous 2 weeks who had a finger or heel stick,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Outcome,No
[GC7/M-AMREF/Malaria O-14/TARGET/OUTCOME] Proportion of children aged < 5 years with fever in previous 2 weeks who had a finger or heel stick,WVe30w2efNS,GC7/M-AMREF/Malaria O-14/TARGET/OUTCOME,GC7/M-AMREF/Malaria O-14/TARGET/OUTCOME,Proportion of children aged < 5 years with fever in previous 2 weeks who had a finger or heel stick,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,Outcome,No
[GC7/M-AMREF/Malaria O-1a/COMMENT/OUTCOME] Proportion of population that slept under an insecticide-treated net the previous night,EeoeMM05bl7,GC7/M-AMREF/Malaria O-1a/COMMENT/OUTCOME,GC7/M-AMREF/Malaria O-1a/COMMENT/OUTCOME,Proportion of population that slept under an insecticide-treated net the previous night,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Outcome,No
[GC7/M-AMREF/Malaria O-1a/RESULT/OUTCOME] Proportion of population that slept under an insecticide-treated net the previous night,iL3fzxfJKzm,GC7/M-AMREF/Malaria O-1a/RESULT/OUTCOME,GC7/M-AMREF/Malaria O-1a/RESULT/OUTCOME,Proportion of population that slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Outcome,No
